loss,acc,recall,precision,auc,true_positives,true_negatives,false_negatives,false_positives,val_loss,val_acc,val_recall,val_precision,val_auc,val_true_positives,val_true_negatives,val_false_negatives,val_false_positives
0.48406640379649185,0.8106852769851685,0.6465423107147217,0.7508957386016846,0.8590393662452698,13622.0,37619.0,7447.0,4519.0,1.1248365891578902,0.5789571404457092,0.33524903655052185,0.3590826690196991,0.566021740436554,2975.0,12438.0,5899.0,5310.0
0.33567382453333144,0.8830986022949219,0.8018415570259094,0.8401631116867065,0.9319352507591248,16894.0,38924.0,4175.0,3214.0,3.491838181327549,0.5795966386795044,0.3693937361240387,0.3693937361240387,0.5426332354545593,3278.0,12152.0,5596.0,5596.0
0.2511291397450187,0.9117978811264038,0.8557121753692627,0.8767263293266296,0.9569589495658875,18029.0,39603.0,3040.0,2535.0,1.7061780083360742,0.6386446952819824,0.45481181144714355,0.4577001631259918,0.7068973779678345,4036.0,12966.0,4838.0,4782.0
0.27389982078630914,0.9132059216499329,0.8597465753555298,0.877403736114502,0.9573245644569397,18114.0,39607.0,2955.0,2531.0,1.1190162686220102,0.5754640102386475,0.3563218414783478,0.361288845539093,0.687691867351532,3162.0,12158.0,5712.0,5590.0
0.24032278951545497,0.9198029637336731,0.8698561787605286,0.8873341679573059,0.9631020426750183,18327.0,39811.0,2742.0,2327.0,1.1021855300225625,0.6713619828224182,0.49470362067222595,0.5072212815284729,0.6956486105918884,4390.0,13483.0,4484.0,4265.0
0.20073459619396555,0.9330773949623108,0.8922587633132935,0.9055831432342529,0.97201007604599,18799.0,40178.0,2270.0,1960.0,0.2684743206613043,0.8926077485084534,0.8289384841918945,0.8458089232444763,0.9499995708465576,7356.0,16407.0,1518.0,1341.0
0.17495485475006856,0.9383295178413391,0.9011343717575073,0.9127445816993713,0.9775729775428772,18986.0,40323.0,2083.0,1815.0,0.8483954521350718,0.6936370134353638,0.5340319871902466,0.5409817099571228,0.6861439943313599,4739.0,13727.0,4135.0,4021.0
0.1734954404459765,0.9398015141487122,0.9035075306892395,0.9148404598236084,0.9777461886405945,19036.0,40366.0,2033.0,1772.0,0.44190307276553065,0.8014801740646362,0.6638494729995728,0.7190284132957458,0.8602368235588074,5891.0,15446.0,2983.0,2302.0
0.16276928293462362,0.944009006023407,0.9100574254989624,0.9210298657417297,0.9805394411087036,19174.0,40494.0,1895.0,1644.0,0.5883393095153875,0.8432124257087708,0.7612125277519226,0.7667423486709595,0.8935263156890869,6755.0,15693.0,2119.0,2055.0
0.1451798341667948,0.9503377676010132,0.9208790063858032,0.9294816255569458,0.9840006828308105,19402.0,40666.0,1667.0,1472.0,0.2805462577051748,0.8897153735160828,0.8205994963645935,0.8441919684410095,0.9487085342407227,7282.0,16404.0,1592.0,1344.0
0.1376303479392282,0.9510180950164795,0.9223978519439697,0.9300789833068848,0.9857826828956604,19434.0,40677.0,1635.0,1461.0,0.192421561322396,0.9392985105514526,0.907031774520874,0.9105203747749329,0.976205587387085,8049.0,16957.0,825.0,791.0
0.12763862135804221,0.9549261927604675,0.928093433380127,0.9361355900764465,0.9872910976409912,19554.0,40804.0,1515.0,1334.0,0.8595333091523402,0.7723309993743896,0.6464954018592834,0.662394642829895,0.8304196000099182,5737.0,14824.0,3137.0,2924.0
0.1286862914142059,0.9543086886405945,0.926432192325592,0.9358488917350769,0.9874223470687866,19519.0,40800.0,1550.0,1338.0,0.15690833846002594,0.9466608166694641,0.9173991680145264,0.9221794009208679,0.9818859100341797,8141.0,17061.0,733.0,687.0
0.121301371537899,0.9567615985870361,0.9313209056854248,0.9384924173355103,0.9885654449462891,19622.0,40852.0,1447.0,1286.0,0.8389640061416912,0.6668169498443604,0.47768762707710266,0.5002360343933105,0.7596054077148438,4239.0,13513.0,4635.0,4235.0
0.10667846489812094,0.9628363847732544,0.9405287504196167,0.9475898742675781,0.9910042881965637,19816.0,41042.0,1253.0,1096.0,0.156671118501264,0.9503042697906494,0.9242731332778931,0.926465630531311,0.9828164577484131,8202.0,17097.0,672.0,651.0
0.10557709923491884,0.9620458483695984,0.939626932144165,0.9461383819580078,0.9913788437843323,19797.0,41011.0,1272.0,1127.0,0.24314739833362795,0.920967698097229,0.8758170008659363,0.8857989311218262,0.9660634398460388,7772.0,16746.0,1102.0,1002.0
0.1026165654447915,0.9634377360343933,0.9417153000831604,0.9482412338256836,0.99165940284729,19841.0,41055.0,1228.0,1083.0,0.4934063092468557,0.7911127209663391,0.6639621257781982,0.6955495476722717,0.8786877393722534,5892.0,15169.0,2982.0,2579.0
0.09495691330088091,0.9664908647537231,0.946509063243866,0.952658474445343,0.9926576018333435,19942.0,41147.0,1127.0,991.0,0.4268980389824047,0.8564345240592957,0.780144214630127,0.7872412800788879,0.9275712370872498,6923.0,15877.0,1951.0,1871.0
0.097415716056115,0.9644021987915039,0.9436138272285461,0.949290931224823,0.9927060604095459,19881.0,41076.0,1188.0,1062.0,0.5350692338682334,0.8784465193748474,0.8123732209205627,0.8210706114768982,0.9213356971740723,7209.0,16177.0,1665.0,1571.0
0.09328829339111358,0.9672660231590271,0.9484550952911377,0.9531145691871643,0.9929367899894714,19983.0,41155.0,1086.0,983.0,0.18757698481244656,0.9262640476226807,0.8849447965621948,0.8928936719894409,0.9754399061203003,7853.0,16806.0,1021.0,942.0
0.0813326400852896,0.970604658126831,0.9536285400390625,0.9579936265945435,0.9944119453430176,20092.0,41257.0,977.0,881.0,0.22599726136045895,0.9283298254013062,0.890128493309021,0.8943614363670349,0.9722068905830383,7899.0,16815.0,975.0,933.0
